Date,family,sales,onpromotion
21/01/2013,MAGAZINES,0,0
21/01/2013,MEATS,274.88602,0
21/01/2013,PERSONAL CARE,89,0
21/01/2013,PET SUPPLIES,0,0
21/01/2013,PLAYERS AND ELECTRONICS,0,0
21/01/2013,POULTRY,229.467,0
21/01/2013,PREPARED FOODS,65,0
21/01/2013,PRODUCE,0,0
21/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
21/01/2013,SEAFOOD,29.333,0
22/01/2013,AUTOMOTIVE,1,0
22/01/2013,BABY CARE,0,0
22/01/2013,BEAUTY,1,0
22/01/2013,BEVERAGES,1037,0
22/01/2013,BOOKS,0,0
22/01/2013,BREAD/BAKERY,299.201,0
22/01/2013,CELEBRATION,0,0
22/01/2013,CLEANING,777,0
22/01/2013,DAIRY,347,0
22/01/2013,DELI,99.297,0
22/01/2013,EGGS,140,0
22/01/2013,FROZEN FOODS,59,0
22/01/2013,GROCERY I,1809,0
22/01/2013,GROCERY II,30,0
22/01/2013,HARDWARE,2,0
22/01/2013,HOME AND KITCHEN I,0,0
22/01/2013,HOME AND KITCHEN II,0,0
22/01/2013,HOME APPLIANCES,0,0
22/01/2013,HOME CARE,0,0
22/01/2013,LADIESWEAR,0,0
22/01/2013,LAWN AND GARDEN,9,0
22/01/2013,LINGERIE,6,0
22/01/2013,"LIQUOR,WINE,BEER",77,0
22/01/2013,MAGAZINES,0,0
22/01/2013,MEATS,274.261,0
22/01/2013,PERSONAL CARE,90,0
22/01/2013,PET SUPPLIES,0,0
22/01/2013,PLAYERS AND ELECTRONICS,0,0
22/01/2013,POULTRY,147.272,0
22/01/2013,PREPARED FOODS,75,0
22/01/2013,PRODUCE,0,0
22/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
22/01/2013,SEAFOOD,18.955,0
23/01/2013,AUTOMOTIVE,3,0
23/01/2013,BABY CARE,0,0
23/01/2013,BEAUTY,0,0
23/01/2013,BEVERAGES,1052,0
23/01/2013,BOOKS,0,0
23/01/2013,BREAD/BAKERY,334.953,0
23/01/2013,CELEBRATION,0,0
23/01/2013,CLEANING,765,0
23/01/2013,DAIRY,496,0
23/01/2013,DELI,140.466,0
23/01/2013,EGGS,203,0
23/01/2013,FROZEN FOODS,125.094,0
23/01/2013,GROCERY I,2271,0
23/01/2013,GROCERY II,45,0
23/01/2013,HARDWARE,4,0
23/01/2013,HOME AND KITCHEN I,0,0
23/01/2013,HOME AND KITCHEN II,0,0
23/01/2013,HOME APPLIANCES,0,0
23/01/2013,HOME CARE,0,0
23/01/2013,LADIESWEAR,0,0
23/01/2013,LAWN AND GARDEN,4,0
23/01/2013,LINGERIE,23,0
23/01/2013,"LIQUOR,WINE,BEER",100,0
23/01/2013,MAGAZINES,0,0
23/01/2013,MEATS,312.199,0
23/01/2013,PERSONAL CARE,103,0
23/01/2013,PET SUPPLIES,0,0
23/01/2013,PLAYERS AND ELECTRONICS,0,0
23/01/2013,POULTRY,170.537,0
23/01/2013,PREPARED FOODS,69,0
23/01/2013,PRODUCE,0,0
23/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
23/01/2013,SEAFOOD,38.097,0
24/01/2013,AUTOMOTIVE,0,0
24/01/2013,BABY CARE,0,0
24/01/2013,BEAUTY,0,0
24/01/2013,BEVERAGES,846,0
24/01/2013,BOOKS,0,0
24/01/2013,BREAD/BAKERY,341.388,0
24/01/2013,CELEBRATION,0,0
24/01/2013,CLEANING,622,0
24/01/2013,DAIRY,359,0
24/01/2013,DELI,111.185,0
24/01/2013,EGGS,113,0
24/01/2013,FROZEN FOODS,19,0
24/01/2013,GROCERY I,1868,0
24/01/2013,GROCERY II,11,0
24/01/2013,HARDWARE,2,0
24/01/2013,HOME AND KITCHEN I,0,0
24/01/2013,HOME AND KITCHEN II,0,0
24/01/2013,HOME APPLIANCES,0,0
24/01/2013,HOME CARE,0,0
24/01/2013,LADIESWEAR,0,0
24/01/2013,LAWN AND GARDEN,0,0
24/01/2013,LINGERIE,6,0
24/01/2013,"LIQUOR,WINE,BEER",78,0
24/01/2013,MAGAZINES,0,0
24/01/2013,MEATS,215.607,0
24/01/2013,PERSONAL CARE,89,0
24/01/2013,PET SUPPLIES,0,0
24/01/2013,PLAYERS AND ELECTRONICS,0,0
24/01/2013,POULTRY,83.146,0
24/01/2013,PREPARED FOODS,72,0
24/01/2013,PRODUCE,0,0
24/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
24/01/2013,SEAFOOD,25.198,0
25/01/2013,AUTOMOTIVE,5,0
25/01/2013,BABY CARE,0,0
25/01/2013,BEAUTY,2,0
25/01/2013,BEVERAGES,1103,0
25/01/2013,BOOKS,0,0
25/01/2013,BREAD/BAKERY,323.856,0
25/01/2013,CELEBRATION,0,0
25/01/2013,CLEANING,699,0
25/01/2013,DAIRY,399,0
25/01/2013,DELI,113.73,0
25/01/2013,EGGS,148,0
25/01/2013,FROZEN FOODS,44,0
25/01/2013,GROCERY I,1706,0
25/01/2013,GROCERY II,22,0
25/01/2013,HARDWARE,0,0
25/01/2013,HOME AND KITCHEN I,0,0
25/01/2013,HOME AND KITCHEN II,0,0
25/01/2013,HOME APPLIANCES,0,0
25/01/2013,HOME CARE,0,0
25/01/2013,LADIESWEAR,0,0
25/01/2013,LAWN AND GARDEN,2,0
25/01/2013,LINGERIE,14,0
25/01/2013,"LIQUOR,WINE,BEER",110,0
25/01/2013,MAGAZINES,0,0
25/01/2013,MEATS,507.85,0
25/01/2013,PERSONAL CARE,73,0
25/01/2013,PET SUPPLIES,0,0
25/01/2013,PLAYERS AND ELECTRONICS,0,0
25/01/2013,POULTRY,203.907,0
25/01/2013,PREPARED FOODS,70,0
25/01/2013,PRODUCE,0,0
25/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
25/01/2013,SEAFOOD,31.358,0
26/01/2013,AUTOMOTIVE,4,0
26/01/2013,BABY CARE,0,0
26/01/2013,BEAUTY,1,0
26/01/2013,BEVERAGES,965,0
26/01/2013,BOOKS,0,0
26/01/2013,BREAD/BAKERY,311.019,0
26/01/2013,CELEBRATION,0,0
26/01/2013,CLEANING,542,0
26/01/2013,DAIRY,440,0
26/01/2013,DELI,129.419,0
26/01/2013,EGGS,175,0
26/01/2013,FROZEN FOODS,59,0
26/01/2013,GROCERY I,1775,0
26/01/2013,GROCERY II,22,0
26/01/2013,HARDWARE,1,0
26/01/2013,HOME AND KITCHEN I,0,0
26/01/2013,HOME AND KITCHEN II,0,0
26/01/2013,HOME APPLIANCES,0,0
26/01/2013,HOME CARE,0,0
26/01/2013,LADIESWEAR,0,0
26/01/2013,LAWN AND GARDEN,9,0
26/01/2013,LINGERIE,9,0
26/01/2013,"LIQUOR,WINE,BEER",167,0
26/01/2013,MAGAZINES,0,0
26/01/2013,MEATS,274.442,0
26/01/2013,PERSONAL CARE,117,0
26/01/2013,PET SUPPLIES,0,0
26/01/2013,PLAYERS AND ELECTRONICS,0,0
26/01/2013,POULTRY,185.98201,0
26/01/2013,PREPARED FOODS,70,0
26/01/2013,PRODUCE,0,0
26/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
26/01/2013,SEAFOOD,33.465,0
27/01/2013,AUTOMOTIVE,2,0
27/01/2013,BABY CARE,0,0
27/01/2013,BEAUTY,0,0
27/01/2013,BEVERAGES,417,0
27/01/2013,BOOKS,0,0
27/01/2013,BREAD/BAKERY,152.783,0
27/01/2013,CELEBRATION,0,0
27/01/2013,CLEANING,243,0
27/01/2013,DAIRY,192,0
27/01/2013,DELI,35.699,0
27/01/2013,EGGS,77,0
27/01/2013,FROZEN FOODS,46,0
27/01/2013,GROCERY I,811,0
27/01/2013,GROCERY II,9,0
27/01/2013,HARDWARE,0,0
27/01/2013,HOME AND KITCHEN I,0,0
27/01/2013,HOME AND KITCHEN II,0,0
27/01/2013,HOME APPLIANCES,0,0
27/01/2013,HOME CARE,0,0
27/01/2013,LADIESWEAR,0,0
27/01/2013,LAWN AND GARDEN,4,0
27/01/2013,LINGERIE,0,0
27/01/2013,"LIQUOR,WINE,BEER",0,0
27/01/2013,MAGAZINES,0,0
27/01/2013,MEATS,267.816,0
27/01/2013,PERSONAL CARE,42,0
27/01/2013,PET SUPPLIES,0,0
27/01/2013,PLAYERS AND ELECTRONICS,0,0
27/01/2013,POULTRY,107.689,0
27/01/2013,PREPARED FOODS,26,0
27/01/2013,PRODUCE,0,0
27/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
27/01/2013,SEAFOOD,6.391,0
28/01/2013,AUTOMOTIVE,3,0
28/01/2013,BABY CARE,0,0
28/01/2013,BEAUTY,0,0
28/01/2013,BEVERAGES,772,0
28/01/2013,BOOKS,0,0
28/01/2013,BREAD/BAKERY,312.064,0
28/01/2013,CELEBRATION,0,0
28/01/2013,CLEANING,623,0
28/01/2013,DAIRY,405,0
28/01/2013,DELI,123.074,0
28/01/2013,EGGS,166,0
28/01/2013,FROZEN FOODS,62,0
28/01/2013,GROCERY I,1695,0
28/01/2013,GROCERY II,15,0
28/01/2013,HARDWARE,1,0
28/01/2013,HOME AND KITCHEN I,0,0
28/01/2013,HOME AND KITCHEN II,0,0
28/01/2013,HOME APPLIANCES,0,0
28/01/2013,HOME CARE,0,0
28/01/2013,LADIESWEAR,0,0
28/01/2013,LAWN AND GARDEN,2,0
28/01/2013,LINGERIE,9,0
28/01/2013,"LIQUOR,WINE,BEER",58,0
28/01/2013,MAGAZINES,0,0
28/01/2013,MEATS,325.072,0
28/01/2013,PERSONAL CARE,107,0
28/01/2013,PET SUPPLIES,0,0
28/01/2013,PLAYERS AND ELECTRONICS,0,0
28/01/2013,POULTRY,234.306,0
28/01/2013,PREPARED FOODS,42,0
28/01/2013,PRODUCE,0,0
28/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
28/01/2013,SEAFOOD,22.292,0
29/01/2013,AUTOMOTIVE,2,0
29/01/2013,BABY CARE,0,0
29/01/2013,BEAUTY,3,0
29/01/2013,BEVERAGES,932,0
29/01/2013,BOOKS,0,0
29/01/2013,BREAD/BAKERY,236.418,0
29/01/2013,CELEBRATION,0,0
29/01/2013,CLEANING,612,0
29/01/2013,DAIRY,327,0
29/01/2013,DELI,111.45,0
29/01/2013,EGGS,150,0
29/01/2013,FROZEN FOODS,63.736,0
29/01/2013,GROCERY I,1575,0
29/01/2013,GROCERY II,25,0
29/01/2013,HARDWARE,0,0
29/01/2013,HOME AND KITCHEN I,0,0
29/01/2013,HOME AND KITCHEN II,0,0
29/01/2013,HOME APPLIANCES,0,0
29/01/2013,HOME CARE,0,0
29/01/2013,LADIESWEAR,0,0
29/01/2013,LAWN AND GARDEN,5,0
29/01/2013,LINGERIE,12,0
29/01/2013,"LIQUOR,WINE,BEER",67,0
29/01/2013,MAGAZINES,0,0
29/01/2013,MEATS,260.633,0
29/01/2013,PERSONAL CARE,91,0
29/01/2013,PET SUPPLIES,0,0
29/01/2013,PLAYERS AND ELECTRONICS,0,0
29/01/2013,POULTRY,151.86,0
29/01/2013,PREPARED FOODS,41,0
29/01/2013,PRODUCE,0,0
29/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
29/01/2013,SEAFOOD,15.4140005,0
30/01/2013,AUTOMOTIVE,6,0
30/01/2013,BABY CARE,0,0
30/01/2013,BEAUTY,3,0
30/01/2013,BEVERAGES,1031,0
30/01/2013,BOOKS,0,0
30/01/2013,BREAD/BAKERY,280.501,0
30/01/2013,CELEBRATION,0,0
30/01/2013,CLEANING,926,0
30/01/2013,DAIRY,486,0
30/01/2013,DELI,112.457,0
30/01/2013,EGGS,174,0
30/01/2013,FROZEN FOODS,71.591,0
30/01/2013,GROCERY I,2157,0
30/01/2013,GROCERY II,38,0
30/01/2013,HARDWARE,0,0
30/01/2013,HOME AND KITCHEN I,0,0
30/01/2013,HOME AND KITCHEN II,0,0
30/01/2013,HOME APPLIANCES,0,0
30/01/2013,HOME CARE,0,0
30/01/2013,LADIESWEAR,0,0
30/01/2013,LAWN AND GARDEN,6,0
30/01/2013,LINGERIE,11,0
30/01/2013,"LIQUOR,WINE,BEER",109,0
30/01/2013,MAGAZINES,0,0
30/01/2013,MEATS,304.018,0
30/01/2013,PERSONAL CARE,98,0
30/01/2013,PET SUPPLIES,0,0
30/01/2013,PLAYERS AND ELECTRONICS,0,0
30/01/2013,POULTRY,215.853,0
30/01/2013,PREPARED FOODS,62,0
30/01/2013,PRODUCE,0,0
30/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
30/01/2013,SEAFOOD,27.467,0
31/01/2013,AUTOMOTIVE,0,0
31/01/2013,BABY CARE,0,0
31/01/2013,BEAUTY,2,0
31/01/2013,BEVERAGES,889,0
31/01/2013,BOOKS,0,0
31/01/2013,BREAD/BAKERY,304.766,0
31/01/2013,CELEBRATION,0,0
31/01/2013,CLEANING,706,0
31/01/2013,DAIRY,365,0
31/01/2013,DELI,111.712,0
31/01/2013,EGGS,121,0
31/01/2013,FROZEN FOODS,35,0
31/01/2013,GROCERY I,1496,0
31/01/2013,GROCERY II,18,0
31/01/2013,HARDWARE,1,0
31/01/2013,HOME AND KITCHEN I,0,0
31/01/2013,HOME AND KITCHEN II,0,0
31/01/2013,HOME APPLIANCES,0,0
31/01/2013,HOME CARE,0,0
31/01/2013,LADIESWEAR,0,0
31/01/2013,LAWN AND GARDEN,5,0
31/01/2013,LINGERIE,9,0
31/01/2013,"LIQUOR,WINE,BEER",82,0
31/01/2013,MAGAZINES,0,0
31/01/2013,MEATS,264.937,0
31/01/2013,PERSONAL CARE,122,0
31/01/2013,PET SUPPLIES,0,0
31/01/2013,PLAYERS AND ELECTRONICS,0,0
31/01/2013,POULTRY,107.302,0
31/01/2013,PREPARED FOODS,47,0
31/01/2013,PRODUCE,0,0
31/01/2013,SCHOOL AND OFFICE SUPPLIES,0,0
31/01/2013,SEAFOOD,25.86,0
01/02/2013,AUTOMOTIVE,3,0
01/02/2013,BABY CARE,0,0
01/02/2013,BEAUTY,0,0
01/02/2013,BEVERAGES,941,0
01/02/2013,BOOKS,0,0
01/02/2013,BREAD/BAKERY,318.274,0
01/02/2013,CELEBRATION,0,0
01/02/2013,CLEANING,739,0
01/02/2013,DAIRY,430,0
01/02/2013,DELI,122.34,0
01/02/2013,EGGS,172,0
01/02/2013,FROZEN FOODS,84.657,0
01/02/2013,GROCERY I,1808,0
01/02/2013,GROCERY II,12,0
01/02/2013,HARDWARE,3,0
01/02/2013,HOME AND KITCHEN I,0,0
01/02/2013,HOME AND KITCHEN II,0,0
01/02/2013,HOME APPLIANCES,0,0
01/02/2013,HOME CARE,0,0
01/02/2013,LADIESWEAR,0,0
01/02/2013,LAWN AND GARDEN,4,0
01/02/2013,LINGERIE,5,0
01/02/2013,"LIQUOR,WINE,BEER",166,0
01/02/2013,MAGAZINES,0,0
01/02/2013,MEATS,529.172,0
01/02/2013,PERSONAL CARE,112,0
01/02/2013,PET SUPPLIES,0,0
01/02/2013,PLAYERS AND ELECTRONICS,0,0
01/02/2013,POULTRY,211.557,0
01/02/2013,PREPARED FOODS,89,0
01/02/2013,PRODUCE,0,0
01/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
01/02/2013,SEAFOOD,32.779,0
02/02/2013,AUTOMOTIVE,0,0
02/02/2013,BABY CARE,0,0
02/02/2013,BEAUTY,4,0
02/02/2013,BEVERAGES,1005,0
02/02/2013,BOOKS,0,0
02/02/2013,BREAD/BAKERY,302.402,0
02/02/2013,CELEBRATION,0,0
02/02/2013,CLEANING,691,0
02/02/2013,DAIRY,427,0
02/02/2013,DELI,128.589,0
02/02/2013,EGGS,193,0
02/02/2013,FROZEN FOODS,81,0
02/02/2013,GROCERY I,2092,0
02/02/2013,GROCERY II,16,0
02/02/2013,HARDWARE,4,0
02/02/2013,HOME AND KITCHEN I,0,0
02/02/2013,HOME AND KITCHEN II,0,0
02/02/2013,HOME APPLIANCES,0,0
02/02/2013,HOME CARE,0,0
02/02/2013,LADIESWEAR,0,0
02/02/2013,LAWN AND GARDEN,2,0
02/02/2013,LINGERIE,4,0
02/02/2013,"LIQUOR,WINE,BEER",168,0
02/02/2013,MAGAZINES,0,0
02/02/2013,MEATS,253.804,0
02/02/2013,PERSONAL CARE,103,0
02/02/2013,PET SUPPLIES,0,0
02/02/2013,PLAYERS AND ELECTRONICS,0,0
02/02/2013,POULTRY,144.11801,0
02/02/2013,PREPARED FOODS,59,0
02/02/2013,PRODUCE,0,0
02/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
02/02/2013,SEAFOOD,29.006,0
03/02/2013,AUTOMOTIVE,0,0
03/02/2013,BABY CARE,0,0
03/02/2013,BEAUTY,3,0
03/02/2013,BEVERAGES,442,0
03/02/2013,BOOKS,0,0
03/02/2013,BREAD/BAKERY,124.749,0
03/02/2013,CELEBRATION,0,0
03/02/2013,CLEANING,251,0
03/02/2013,DAIRY,192,0
03/02/2013,DELI,45.328,0
03/02/2013,EGGS,84,0
03/02/2013,FROZEN FOODS,29,0
03/02/2013,GROCERY I,810,0
03/02/2013,GROCERY II,11,0
03/02/2013,HARDWARE,5,0
03/02/2013,HOME AND KITCHEN I,0,0
03/02/2013,HOME AND KITCHEN II,0,0
03/02/2013,HOME APPLIANCES,0,0
03/02/2013,HOME CARE,0,0
03/02/2013,LADIESWEAR,0,0
03/02/2013,LAWN AND GARDEN,0,0
03/02/2013,LINGERIE,4,0
03/02/2013,"LIQUOR,WINE,BEER",0,0
03/02/2013,MAGAZINES,0,0
03/02/2013,MEATS,130.015,0
03/02/2013,PERSONAL CARE,52,0
03/02/2013,PET SUPPLIES,0,0
03/02/2013,PLAYERS AND ELECTRONICS,0,0
03/02/2013,POULTRY,51.519,0
03/02/2013,PREPARED FOODS,18,0
03/02/2013,PRODUCE,0,0
03/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
03/02/2013,SEAFOOD,15.372,0
04/02/2013,AUTOMOTIVE,5,0
04/02/2013,BABY CARE,0,0
04/02/2013,BEAUTY,0,0
04/02/2013,BEVERAGES,775,0
04/02/2013,BOOKS,0,0
04/02/2013,BREAD/BAKERY,266.262,0
04/02/2013,CELEBRATION,0,0
04/02/2013,CLEANING,699,0
04/02/2013,DAIRY,444,0
04/02/2013,DELI,93.848,0
04/02/2013,EGGS,153,0
04/02/2013,FROZEN FOODS,83,0
04/02/2013,GROCERY I,2221,0
04/02/2013,GROCERY II,20,0
04/02/2013,HARDWARE,1,0
04/02/2013,HOME AND KITCHEN I,0,0
04/02/2013,HOME AND KITCHEN II,0,0
04/02/2013,HOME APPLIANCES,0,0
04/02/2013,HOME CARE,0,0
04/02/2013,LADIESWEAR,0,0
04/02/2013,LAWN AND GARDEN,0,0
04/02/2013,LINGERIE,6,0
04/02/2013,"LIQUOR,WINE,BEER",62,0
04/02/2013,MAGAZINES,0,0
04/02/2013,MEATS,305.111,0
04/02/2013,PERSONAL CARE,85,0
04/02/2013,PET SUPPLIES,0,0
04/02/2013,PLAYERS AND ELECTRONICS,0,0
04/02/2013,POULTRY,286.828,0
04/02/2013,PREPARED FOODS,44,0
04/02/2013,PRODUCE,0,0
04/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
04/02/2013,SEAFOOD,23.992,0
05/02/2013,AUTOMOTIVE,0,0
05/02/2013,BABY CARE,0,0
05/02/2013,BEAUTY,3,0
05/02/2013,BEVERAGES,794,0
05/02/2013,BOOKS,0,0
05/02/2013,BREAD/BAKERY,253.111,0
05/02/2013,CELEBRATION,0,0
05/02/2013,CLEANING,739,0
05/02/2013,DAIRY,424,0
05/02/2013,DELI,98.872,0
05/02/2013,EGGS,149,0
05/02/2013,FROZEN FOODS,63,0
05/02/2013,GROCERY I,1868,0
05/02/2013,GROCERY II,23,0
05/02/2013,HARDWARE,2,0
05/02/2013,HOME AND KITCHEN I,0,0
05/02/2013,HOME AND KITCHEN II,0,0
05/02/2013,HOME APPLIANCES,0,0
05/02/2013,HOME CARE,0,0
05/02/2013,LADIESWEAR,0,0
05/02/2013,LAWN AND GARDEN,2,0
05/02/2013,LINGERIE,8,0
05/02/2013,"LIQUOR,WINE,BEER",89,0
05/02/2013,MAGAZINES,0,0
05/02/2013,MEATS,229.85,0
05/02/2013,PERSONAL CARE,83,0
05/02/2013,PET SUPPLIES,0,0
05/02/2013,PLAYERS AND ELECTRONICS,0,0
05/02/2013,POULTRY,171.171,0
05/02/2013,PREPARED FOODS,55,0
05/02/2013,PRODUCE,0,0
05/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
05/02/2013,SEAFOOD,25.782,0
06/02/2013,AUTOMOTIVE,1,0
06/02/2013,BABY CARE,0,0
06/02/2013,BEAUTY,3,0
06/02/2013,BEVERAGES,923,0
06/02/2013,BOOKS,0,0
06/02/2013,BREAD/BAKERY,331.792,0
06/02/2013,CELEBRATION,0,0
06/02/2013,CLEANING,975,0
06/02/2013,DAIRY,503,0
06/02/2013,DELI,125.025,0
06/02/2013,EGGS,197,0
06/02/2013,FROZEN FOODS,92.348,0
06/02/2013,GROCERY I,2056,0
06/02/2013,GROCERY II,13,0
06/02/2013,HARDWARE,0,0
06/02/2013,HOME AND KITCHEN I,0,0
06/02/2013,HOME AND KITCHEN II,0,0
06/02/2013,HOME APPLIANCES,0,0
06/02/2013,HOME CARE,0,0
06/02/2013,LADIESWEAR,0,0
06/02/2013,LAWN AND GARDEN,15,0
06/02/2013,LINGERIE,11,0
06/02/2013,"LIQUOR,WINE,BEER",114,0
06/02/2013,MAGAZINES,0,0
06/02/2013,MEATS,338.001,0
06/02/2013,PERSONAL CARE,130,0
06/02/2013,PET SUPPLIES,0,0
06/02/2013,PLAYERS AND ELECTRONICS,0,0
06/02/2013,POULTRY,168.727,0
06/02/2013,PREPARED FOODS,81,0
06/02/2013,PRODUCE,0,0
06/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
06/02/2013,SEAFOOD,29.539001,0
07/02/2013,AUTOMOTIVE,1,0
07/02/2013,BABY CARE,0,0
07/02/2013,BEAUTY,1,0
07/02/2013,BEVERAGES,794,0
07/02/2013,BOOKS,0,0
07/02/2013,BREAD/BAKERY,241.674,0
07/02/2013,CELEBRATION,0,0
07/02/2013,CLEANING,627,0
07/02/2013,DAIRY,342,0
07/02/2013,DELI,88.239,0
07/02/2013,EGGS,109,0
07/02/2013,FROZEN FOODS,70.024,0
07/02/2013,GROCERY I,1474,0
07/02/2013,GROCERY II,23,0
07/02/2013,HARDWARE,2,0
07/02/2013,HOME AND KITCHEN I,0,0
07/02/2013,HOME AND KITCHEN II,0,0
07/02/2013,HOME APPLIANCES,0,0
07/02/2013,HOME CARE,0,0
07/02/2013,LADIESWEAR,0,0
07/02/2013,LAWN AND GARDEN,0,0
07/02/2013,LINGERIE,25,0
07/02/2013,"LIQUOR,WINE,BEER",104,0
07/02/2013,MAGAZINES,0,0
07/02/2013,MEATS,267.696,0
07/02/2013,PERSONAL CARE,78,0
07/02/2013,PET SUPPLIES,0,0
07/02/2013,PLAYERS AND ELECTRONICS,0,0
07/02/2013,POULTRY,121.133995,0
07/02/2013,PREPARED FOODS,67,0
07/02/2013,PRODUCE,0,0
07/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
07/02/2013,SEAFOOD,16.476,0
08/02/2013,AUTOMOTIVE,2,0
08/02/2013,BABY CARE,0,0
08/02/2013,BEAUTY,2,0
08/02/2013,BEVERAGES,949,0
08/02/2013,BOOKS,0,0
08/02/2013,BREAD/BAKERY,335.69,0
08/02/2013,CELEBRATION,0,0
08/02/2013,CLEANING,595,0
08/02/2013,DAIRY,426,0
08/02/2013,DELI,143.669,0
08/02/2013,EGGS,165,0
08/02/2013,FROZEN FOODS,82.688,0
08/02/2013,GROCERY I,1767,0
08/02/2013,GROCERY II,12,0
08/02/2013,HARDWARE,1,0
08/02/2013,HOME AND KITCHEN I,0,0
08/02/2013,HOME AND KITCHEN II,0,0
08/02/2013,HOME APPLIANCES,0,0
08/02/2013,HOME CARE,0,0
08/02/2013,LADIESWEAR,0,0
08/02/2013,LAWN AND GARDEN,10,0
08/02/2013,LINGERIE,9,0
08/02/2013,"LIQUOR,WINE,BEER",136,0
08/02/2013,MAGAZINES,0,0
08/02/2013,MEATS,511.773,0
08/02/2013,PERSONAL CARE,87,0
08/02/2013,PET SUPPLIES,0,0
08/02/2013,PLAYERS AND ELECTRONICS,0,0
08/02/2013,POULTRY,245.172,0
08/02/2013,PREPARED FOODS,72,0
08/02/2013,PRODUCE,0,0
08/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
08/02/2013,SEAFOOD,41.82,0
09/02/2013,AUTOMOTIVE,4,0
09/02/2013,BABY CARE,0,0
09/02/2013,BEAUTY,4,0
09/02/2013,BEVERAGES,783,0
09/02/2013,BOOKS,0,0
09/02/2013,BREAD/BAKERY,190.026,0
09/02/2013,CELEBRATION,0,0
09/02/2013,CLEANING,494,0
09/02/2013,DAIRY,377,0
09/02/2013,DELI,109.393,0
09/02/2013,EGGS,147,0
09/02/2013,FROZEN FOODS,68,0
09/02/2013,GROCERY I,1552,0
09/02/2013,GROCERY II,26,0
09/02/2013,HARDWARE,0,0
09/02/2013,HOME AND KITCHEN I,0,0
09/02/2013,HOME AND KITCHEN II,0,0
09/02/2013,HOME APPLIANCES,0,0
09/02/2013,HOME CARE,0,0
09/02/2013,LADIESWEAR,0,0
09/02/2013,LAWN AND GARDEN,0,0
09/02/2013,LINGERIE,7,0
09/02/2013,"LIQUOR,WINE,BEER",131,0
09/02/2013,MAGAZINES,0,0
09/02/2013,MEATS,282.407,0
09/02/2013,PERSONAL CARE,89,0
09/02/2013,PET SUPPLIES,0,0
09/02/2013,PLAYERS AND ELECTRONICS,0,0
09/02/2013,POULTRY,106.519,0
09/02/2013,PREPARED FOODS,52,0
09/02/2013,PRODUCE,0,0
09/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
09/02/2013,SEAFOOD,13.227,0
10/02/2013,AUTOMOTIVE,1,0
10/02/2013,BABY CARE,0,0
10/02/2013,BEAUTY,0,0
10/02/2013,BEVERAGES,185,0
10/02/2013,BOOKS,0,0
10/02/2013,BREAD/BAKERY,77.57,0
10/02/2013,CELEBRATION,0,0
10/02/2013,CLEANING,122,0
10/02/2013,DAIRY,110,0
10/02/2013,DELI,22.869,0
10/02/2013,EGGS,37,0
10/02/2013,FROZEN FOODS,34,0
10/02/2013,GROCERY I,385,0
10/02/2013,GROCERY II,5,0
10/02/2013,HARDWARE,1,0
10/02/2013,HOME AND KITCHEN I,0,0
10/02/2013,HOME AND KITCHEN II,0,0
10/02/2013,HOME APPLIANCES,0,0
10/02/2013,HOME CARE,0,0
10/02/2013,LADIESWEAR,0,0
10/02/2013,LAWN AND GARDEN,1,0
10/02/2013,LINGERIE,1,0
10/02/2013,"LIQUOR,WINE,BEER",27,0
10/02/2013,MAGAZINES,0,0
10/02/2013,MEATS,74.741,0
10/02/2013,PERSONAL CARE,33,0
10/02/2013,PET SUPPLIES,0,0
10/02/2013,PLAYERS AND ELECTRONICS,0,0
10/02/2013,POULTRY,55.313,0
10/02/2013,PREPARED FOODS,17,0
10/02/2013,PRODUCE,0,0
10/02/2013,SCHOOL AND OFFICE SUPPLIES,0,0
10/02/2013,SEAFOOD,9.642,0
11/02/2013,AUTOMOTIVE,0,0
11/02/2013,BABY CARE,0,0
11/02/2013,BEAUTY,0,0
11/02/2013,BEVERAGES,172,0
11/02/2013,BOOKS,0,0
11/02/2013,BREAD/BAKERY,96.248,0
11/02/2013,CELEBRATION,0,0
11/02/2013,CLEANING,152,0
11/02/2013,DAIRY,151,0
11/02/2013,DELI,26.321,0
11/02/2013,EGGS,46,0
11/02/2013,FROZEN FOODS,22,0
11/02/2013,GROCERY I,458,0
11/02/2013,GROCERY II,2,0
